zone	easting	northing	name
16T	431474.76	5190899.22	acsa60762.1
16T	431369.85	5190846.55	acsa42362.4
16T	431425.49	5190794.92	acsa27362.7
16T	431368.09	5190883.04	acsa9762.8
16T	431485.92	5190887.8	tiam57562.8
16T	431484.69	5190873.65	belu56262.8
16T	431410.37	5190915.03	acsa94463.3
16T	431502.48	5190899.36	acsa71163.4
16T	431488.07	5190935.73	acsa75463.5
16T	431407.68	5190906.3	acsa94663.6
16T	431457.5	5190863.31	belu31963.7
16T	431529	5190867.7	acsa52663.8
16T	431397.65	5190796.05	acsa47463.9
16T	431515.87	5190895.05	acsa57563.9
16T	431385.66	5190852.4	acsa62264
16T	431492.65	5190835.22	acsa57764
16T	431388.25	5190887.1	acsa80364.1
16T	431479.41	5190880.83	acsa57264.1
16T	431478.38	5190923.93	acsa74664.1
16T	431474.43	5190862.91	acsa90564.2
16T	431458.63	5190931.86	acsa78564.3
16T	431476.72	5190825.05	acsa38064.4
16T	431384.25	5190869.87	acsa52064.5
16T	431507.9	5190825.63	acsa59264.5
16T	431535.75	5190859.29	acsa51464.5
16T	431363.13	5190891.61	acsa7664.6
16T	431524.77	5190951.74	acsa65264.6
16T	431361.27	5190802.57	tiam35664.8
16T	431472.06	5190863.31	acsa90665
16T	431359.38	5190881.12	acsa7165.1
16T	431331.82	5190824.37	acsa24665.2
16T	431539.32	5190874.91	belu50665.6
16T	431450.05	5190909.05	acsa96165.8
16T	431379.82	5190884.69	acsa8965.9
16T	431473.91	5190927.93	tiam77965.9
16T	431498.16	5190951.83	tiam62266.3
16T	431543.57	5190903.99	tiam81666.4
16T	431515.64	5190932.27	acsa58267
16T	431478.53	5190903.7	belu60867.1
16T	431512.93	5190945.94	tiam64167.1
16T	431539.37	5190885.21	acsa82767.2
16T	431434.75	5190911.07	tiam40967.3
16T	431387.9	5190775.82	acsa46567.4
16T	431530.5	5190911.61	tiam68367.4
16T	431502.07	5190874.73	tiam66167.5
16T	431504.37	5190839.19	acsa58367.6
16T	431432.33	5190798.62	acsa27767.9
16T	431455.55	5190930.01	tiam78668
16T	431448.06	5190897.93	acsa96768.7
16T	431368.65	5190771.37	acsa32468.8
16T	431426.49	5190880.78	acsa44768.8
16T	431512.24	5190933.56	tiam59469.1
16T	431376.06	5190773.47	acsa32769.2
16T	431407.9	5190808.89	acsa49869.4
16T	431427.72	5190831.14	acsa26969.5
16T	431538.96	5190925.73	acsa69970.2
16T	431487.28	5190917.81	acsa74170.4
16T	431466.51	5190875.28	acsa92970.5
16T	431482.87	5190830.86	belu37570.8
16T	431321.63	5190872.83	acsa3571.3
16T	431399.36	5190900.33	acsa80672.3
16T	431430.96	5190860.11	tiam43573
16T	431350.35	5190789	acsa22873.2
16T	431349.53	5190852.51	acsa28273.3
16T	431490.34	5190896.95	acsa72173.7
16T	431382.82	5190873.88	acsa52674.7
16T	431535.27	5190931.27	acsa67474.8
16T	431552.95	5190890.42	acsa81775.9
16T	431347.72	5190769.47	acsa32276
16T	431367.12	5190832.01	acsa41977.1
16T	431335.35	5190858.41	tiam28977.2
16T	431383.62	5190824.49	acsa43877.6
16T	431392.04	5190803.49	belu45078.7
16T	431432.39	5190872.53	acsa43779.1
16T	431445.66	5190814.39	acsa30079.5
16T	431393.73	5190861.65	acsa62179.6
16T	431509.94	5190910.51	acsa56279.7
16T	431460.77	5190810.51	acsa34880.1
16T	431455.86	5190903.13	acsa95780.1
16T	431438.99	5190823.63	acsa40580.7
16T	431437.55	5190835.17	acsa41780.8
16T	431523.35	5190914.16	acsa56580.8
16T	431396.9	5190863.97	acsa55182.4
16T	431422.49	5190795.69	acsa48683.4
16T	431461.85	5190890.21	acsa94087.4
16T	431436.31	5190858.93	acsa42289.9
16T	431325.24	5190850.75	acsa27391
16T	431506.77	5190830.51	tiam591119
